LotArea,Neighborhood,YearBuilt,BHK,SalePrice
1183,Crawfor,2008,3,306000
5350,NoRidge,1924,1,305000
9120,Mitchel,1988,1,302000
10500,Somerst,1941,1.5,291000
11210,NWAmes,1935,1,282500
5399,OldTown,2006,2,282000
10050,BrkSide,1962,1,275000
6954,CollgCr,1983,1,275000
8099,Veenker,1976,1,275000
9600,CollgCr,1963,1,274700
6551,Crawfor,2009,1,272000
11875,NoRidge,1979,1,271900
7485,Mitchel,1979,1,263000
15450,Somerst,1926,1,252000
7700,NWAmes,1980,1,250000
8000,OldTown,1974,1,245000
7620,BrkSide,1966,1,242000
7242,CollgCr,1959,1.5,238000
6132,Veenker,1958,1,237000
9600,CollgCr,1962,1,219000
6800,Crawfor,1951,1,212000
8000,NoRidge,1941,1,205000
13493,Mitchel,1994,2,190000
5000,Somerst,1955,1,185000
17040,NWAmes,1975,1,185000
6500,OldTown,1969,1,178000
81549,BrkSide,1966,1,170000
7980,CollgCr,1952,1,115000
11491,Veenker,1999,2,1230000
5000,CollgCr,1942,2,1170000
6642,Crawfor,2014,2,1040000
3650,NoRidge,1926,2,950000
49658,Mitchel,1999,2,885250
9525,Somerst,1960,1,842000
7784,NWAmes,2006,2,835000
2640,OldTown,1919,2,800000
13416,BrkSide,1981,2,785000
5000,CollgCr,2006,2,765000
13316,Veenker,1992,2,751000
2263,CollgCr,2014,2,749950
1849,Crawfor,2013,3,716000
4498,NoRidge,2004,2,700000
5478,Mitchel,2014,2,699188
5375,Somerst,1952,1,699000
8680,NWAmes,1959,1,685000
5000,OldTown,1926,1.5,670000
3880,BrkSide,1963,1,667000
3000,CollgCr,1996,2,665000
9400,Veenker,2014,2,659950
4800,CollgCr,1927,1.5,655000
6750,Crawfor,1914,1.5,645000
7240,NoRidge,1991,1,637000
2978,Mitchel,1997,1,635000
24969,Somerst,1959,1,630000
4240,NWAmes,1924,1,626000
4524,OldTown,2007,2,623300
8113,BrkSide,1959,1,595000
9225,CollgCr,1973,2,572000
4000,Veenker,1965,1,565000
2452,CollgCr,1906,1.5,565000
9686,Crawfor,1989,1,560000
5000,NoRidge,1947,1.5,550000
6328,Mitchel,2001,2,550000
3031,Somerst,1929,1.5,549900
43088,NWAmes,1977,2,542126
4450,OldTown,2004,2,540000
8621,BrkSide,1968,1.5,525000
4532,CollgCr,1944,1.5,520000
22508,Veenker,1932,1,520000
10855,CollgCr,1985,1,520000
143947,Crawfor,2006,1,517534
11254,NoRidge,1990,1,515000
4561,Mitchel,1994,2,500000
11034,Somerst,1987,2,485000
10035,NWAmes,1994,2,480000
16000,OldTown,1976,2,480000
4950,BrkSide,2014,2,478830
8645,CollgCr,1923,1,475000
5000,Veenker,1952,1,470000
2400,CollgCr,1929,1.5,469000
10650,Crawfor,1963,1,460500
12264,NoRidge,1963,1,460000
23899,Mitchel,1949,1,450000
7740,Somerst,1923,1,450000
7903,NWAmes,1955,1,450000
12197,OldTown,1964,1,443000
19747,BrkSide,1979,1,440000
1469,CollgCr,2004,3,430000
7085,Veenker,1944,1,427500
11472,CollgCr,1951,2,426000
10331,Crawfor,1956,1.5,414050
4396,NoRidge,2014,2,399440
874,Mitchel,2006,3,389500
20531,Somerst,1998,2,382450
7679,NWAmes,1953,1,382000
12065,OldTown,1987,1,379950
816,BrkSide,2004,3,375000
10798,CollgCr,1953,1,375000
30940,Veenker,1976,2,365000
12282,CollgCr,1978,1,360000
49658,Crawfor,1959,1,360000
10125,NoRidge,1961,1,357500
10518,Mitchel,1960,1,351000
1445,Somerst,1999,3,350500
10800,NWAmes,1979,1,350000
3876,OldTown,1904,1.5,350000
7200,BrkSide,1968,1,347000
10176,CollgCr,1905,1,345000
9134,Veenker,1975,1,340000
11625,CollgCr,1986,2,336000
4549,Crawfor,1989,1,335000
8164,NoRidge,1950,1,332500
6825,Mitchel,1994,2,325000
9690,Somerst,1967,1,323000
9077,NWAmes,1987,1,320000
6400,OldTown,2008,2,320000
7350,BrkSide,1974,1,318500
4590,CollgCr,2005,2,300000
5421,Veenker,1935,1,293000
1309,CollgCr,2007,2,289000
31838,Crawfor,1962,1,286300
7350,NoRidge,1965,1,270000
9672,Mitchel,1963,1,269900
93218,Somerst,1964,1,267300
10968,NWAmes,1984,1,260000
7340,OldTown,2010,2,259950
4000,BrkSide,1986,1,259000
10556,CollgCr,1981,2,250000
11200,Veenker,1961,1,247200
54014,CollgCr,1935,1.5,242025
9236,Crawfor,1954,1,228000
8800,NoRidge,1965,1,226740
15000,Mitchel,1952,1,215000
4750,Somerst,1950,1,210000
13590,NWAmes,1948,1.5,199950
3330,OldTown,1969,2,192950
7500,BrkSide,1954,1,181100
7110,CollgCr,1957,1,169000
7740,Veenker,1932,1,105500
3917,CollgCr,2008,2,1260000
7760,Crawfor,2013,2,1170000
11774,NoRidge,1956,2,1100000
12727,Mitchel,2011,2,1080000
16538,Somerst,1919,3,1000000
6000,NWAmes,1939,1.5,990000
9799,OldTown,1959,1,968000
5000,BrkSide,1925,1.5,891000
6137,CollgCr,2010,2,820000
6000,Veenker,1920,1,805000
16564,CollgCr,1987,2,795000
17400,Crawfor,1978,1,785000
77832,NoRidge,2011,2,775000
12320,Mitchel,2001,2,771150
5000,Somerst,1926,1.5,770000
35617,NWAmes,1985,1,770000
5687,OldTown,1924,1.5,695000
13209,BrkSide,1977,1,675000
4945,CollgCr,2012,2,669000
8000,Veenker,1992,2,658100
7475,CollgCr,1943,1.5,656000
14000,Crawfor,1995,2,645000
8457,NoRidge,1992,2,635000
5000,Mitchel,2013,2,635000
1566,Somerst,2014,2,625504
3427,NWAmes,2001,2,615000
52595,OldTown,1989,2,587000
9600,BrkSide,1960,2,580000
6874,CollgCr,1943,1,580000
2850,Veenker,2001,3,525000
131115,CollgCr,1950,1.5,510000
11946,Crawfor,1978,2,500000
4500,NoRidge,1946,1,490000
13457,Mitchel,2007,2,470000
3404,Somerst,1920,2,464000
8201,NWAmes,1967,1,445000
10844,OldTown,1974,1,445000
5866,BrkSide,2006,2,443500
2401,CollgCr,1996,2,440000
3031,Veenker,2003,2,438000
37075,CollgCr,1943,1.5,430000
12485,Crawfor,1955,1,425000
7200,NoRidge,2003,2,419500
5030,Mitchel,1999,2,414000
19600,Somerst,1959,1,400000
4800,NWAmes,1930,1,399700
14258,OldTown,1961,1,392500
2030,BrkSide,2008,3,385000
4502,CollgCr,1987,1,384000
7980,Veenker,1966,1,380000
5120,CollgCr,1909,1,375000
3166,Crawfor,1920,1,375000
6781,NoRidge,1999,2,365000
6380,Mitchel,1941,1,361600
4080,Somerst,1962,1,360000
15540,NWAmes,1958,1,360000
13775,OldTown,1990,1,350000
6620,BrkSide,2002,1.5,350000
2036,CollgCr,2003,2,346100
10015,Veenker,1993,1,340000
9000,CollgCr,1980,2,338000
4549,Crawfor,2003,3,335000
9377,NoRidge,1986,2,322500
9779,Mitchel,1937,2,312000
7840,Somerst,1982,2,299000
11050,NWAmes,1981,1,280000
3840,OldTown,2002,2,265950
7936,BrkSide,1947,1,265000
26831,CollgCr,1908,1.5,262500
8811,Veenker,1978,1,260000
12500,CollgCr,1962,1,257500
6788,Crawfor,1990,2,252000
12522,NoRidge,1950,1,249900
6404,Mitchel,1994,1,249900
6120,Somerst,1948,1,245000
15022,NWAmes,1962,1,239000
6132,OldTown,1959,1,238000
8724,BrkSide,1990,1,235000
5600,CollgCr,1903,1,235000
6459,Veenker,1918,1.5,226000
7205,CollgCr,1985,1,220000
7210,Crawfor,1984,1,205000
11232,NoRidge,1967,1,199900
6318,Mitchel,1980,1,198000
4045,Somerst,1943,1,150000
17334,NWAmes,1978,1,100000
10626,OldTown,1963,1,2540000
13077,BrkSide,1998,2,1490000
11350,CollgCr,1974,1,1090000
9000,Veenker,1967,1,945000
7000,CollgCr,1979,1,915000
8160,Crawfor,2014,2,865000
209523,NoRidge,2006,2,810000
11088,Mitchel,2013,2,800000
7084,Somerst,2014,2,779380
43832,NWAmes,2013,2,750000
3200,OldTown,1906,2,739375
8529,BrkSide,1990,2,735000
11975,CollgCr,1991,2,730000
4000,Veenker,1985,2,725000
5000,CollgCr,2006,2,715000
65775,Crawfor,1978,2,710000
6755,NoRidge,1946,1,705000
7231,Mitchel,2001,2,698000
3500,Somerst,1916,1.5,689888
4923,NWAmes,1928,1.5,679000
2860,OldTown,1931,1.5,678100
6114,BrkSide,2011,2,675000
2147,CollgCr,1910,1.5,670000
5000,Veenker,1926,1,665000
2640,CollgCr,1929,1.5,665000
8540,Crawfor,1990,2,639000
7275,NoRidge,1978,1,638150
1301,Mitchel,2011,3,625000
6000,Somerst,1940,1.5,605000
10650,NWAmes,1975,1,590000
11072,OldTown,1986,2,590000
46173,BrkSide,1903,2,567035
5823,CollgCr,2002,2,552250
10961,Veenker,1981,2,549000
6969,CollgCr,2012,2,535365
5022,Crawfor,1955,1,531000
217800,NoRidge,1990,2,529000
6350,Mitchel,1959,1,526000
5000,Somerst,1908,1.5,524000
41600,NWAmes,1977,1,522250
2409,OldTown,2008,2,515000
4136,BrkSide,2009,2,498000
9315,CollgCr,1975,1,497000
8804,Veenker,2002,2,494500
12540,CollgCr,1956,1,490000
13603,Crawfor,2003,2,488000
2560,NoRidge,1909,1.5,485000
9900,Mitchel,1969,1,470000
13383,Somerst,1983,1,465000
9154,NWAmes,1983,1,450000
12688,OldTown,1962,1.5,442000
2375,BrkSide,2005,2,435000
4003,CollgCr,2004,1,430000
42733,Veenker,1955,1,430000
7508,CollgCr,1987,2,430000
38644,Crawfor,1983,1,420000
4058,NoRidge,2004,2,419000
7560,Mitchel,1932,1.5,416000
1148,Somerst,2007,2,411000
15123,NWAmes,1995,2,410000
4090,OldTown,2012,2,410000
8085,BrkSide,1976,1,395000
5400,CollgCr,2005,2,378800
5765,Veenker,1944,1,358803
7986,CollgCr,1962,1,354000
6124,Crawfor,1997,2,350000
4176,NoRidge,1948,1,349950
5612,Mitchel,2003,2,338900
4000,Somerst,1947,1,337000
5635,NWAmes,1948,1,334850
9305,OldTown,1960,1,334009
4657,BrkSide,2000,2,330000
9000,CollgCr,1948,1,327000
49658,Veenker,1978,1,325000
8100,CollgCr,1990,2,304400
9288,Crawfor,1988,1,301950
169448,NoRidge,1958,1,300000
1237,Mitchel,2008,2,288790
7000,Somerst,1992,2,280000
13000,NWAmes,1977,1,279000
7695,OldTown,1959,1,275000
8640,BrkSide,1986,1,270000
9950,CollgCr,1961,1,269950
6847,Veenker,1987,2,263000
19602,CollgCr,1977,1,260000
43560,Crawfor,1965,1,255500
8670,NoRidge,1994,1,255000
8528,Mitchel,1967,1,255000
1116,Somerst,2005,2.5,255000
7560,NWAmes,1958,1,254000
6195,OldTown,1948,1,230000
7425,BrkSide,1952,1,218450
4590,CollgCr,1954,1,210000
7995,Veenker,1980,1,208000
12145,CollgCr,1964,1,199000
10761,Crawfor,1962,1,193000
7697,NoRidge,1950,1,187300
21750,Mitchel,1912,1.5,170000
9750,Somerst,1941,1,156000
7004,NWAmes,1950,1,128750
3584,OldTown,1952,1,680000
6305,BrkSide,1907,1.5,519000
4650,CollgCr,2004,2,374950
5115,Veenker,2014,2,356250
7467,CollgCr,1944,1,205000
8395,Crawfor,1993,2,1670000
12076,NoRidge,1988,2,1050000
6000,Mitchel,1916,2,767500
12788,Somerst,1988,2,760000
7400,NWAmes,1913,1.5,666570
17745,OldTown,1955,2,550000
6360,BrkSide,1954,1,385000
6000,CollgCr,1940,1.5,370000
8325,Veenker,1905,2.5,1800000
22518,CollgCr,1953,2,1480000
5500,Crawfor,1952,1,1350000
4905,NoRidge,1938,2,1340000
57063,Mitchel,1990,2,1100000
89640,Somerst,2005,2,879000
8712,NWAmes,1976,2,840000
8030,OldTown,2005,2,802500
10454,BrkSide,1949,1,775000
8470,CollgCr,1996,2,775000
15020,Veenker,1960,1,760000
5772,CollgCr,2006,2,731688
7491,Crawfor,1988,2,700000
11060,NoRidge,1973,1,700000
9520,Mitchel,1959,1,690000
3600,Somerst,1923,1,677915
1330,NWAmes,2004,2,675000
42436,OldTown,2002,2,668000
4410,BrkSide,1999,2,668000
12997,CollgCr,1992,2,650000
5700,Veenker,2003,2,635000
12219,CollgCr,1986,1,625000
17008,Crawfor,1979,2,625000
12164,NoRidge,1987,2,625000
4040,Mitchel,1926,1.5,579000
5756,Somerst,2001,2,576000
3296,NWAmes,1998,2,570000
7322,OldTown,1991,2,562500
14985,BrkSide,1968,1,560000
9874,CollgCr,1989,2,560000
15520,Veenker,1945,2,550000
936,CollgCr,2014,2,549900
10032,Crawfor,1978,1,538000
5613,NoRidge,2003,2,528000
5000,Mitchel,1954,1,514000
1313,Somerst,2007,3,512000
54014,NWAmes,1978,1,503000
5000,OldTown,1921,1,502000
34848,BrkSide,1976,1.5,500000
18306,CollgCr,1978,1,492500
5490,Veenker,2008,2,485000
3720,CollgCr,1983,1.5,475000
104979,Crawfor,2005,2,472000
5354,NoRidge,2014,2,471835
111513,Mitchel,1977,1.5,450000
10000,Somerst,1978,2,449950
1600,NWAmes,2010,2,447000
7950,OldTown,2003,2,439900
5106,BrkSide,1960,1,435000
7111,CollgCr,1956,1,427000
6835,Veenker,1922,1,425000
3440,CollgCr,1987,2,408000
4602,Crawfor,1981,1,400000
4153,NoRidge,2012,2,390000
3906,Mitchel,2014,2,384435
9720,Somerst,1968,2,375000
1793,NWAmes,2007,3,370000
2550,OldTown,1901,1,365000
9000,BrkSide,1978,1,361500
7482,CollgCr,1975,1,360000
8604,Veenker,1991,2,359950
7698,CollgCr,1983,2,359900
7053,Crawfor,1992,2,347500
1442,NoRidge,2007,2,346000
4907,Mitchel,2013,2,337500
9600,Somerst,1961,1,335000
7500,NWAmes,1963,1,335000
7846,OldTown,1992,2,334950
344124,BrkSide,1964,1,327000
9663,CollgCr,1967,1,326250
6720,Veenker,1939,1,324950
8580,CollgCr,1991,1,315000
6666,Crawfor,1989,2,309950
8820,NoRidge,1993,2,303000
8875,Mitchel,1957,1,300000
9000,Somerst,1976,1,299800
6366,NWAmes,1952,1,294000
6800,OldTown,1948,1,290000
5000,BrkSide,1961,1,265000
6992,CollgCr,1990,2,261500
17739,Veenker,1958,1,261000
9750,CollgCr,1968,1,253000
8919,Crawfor,1992,1,246500
10000,NoRidge,1961,1,240000
7686,Mitchel,1989,1,233000
11204,Somerst,2003,1,230000
8848,NWAmes,1968,1,229900
11925,OldTown,1968,1,229900
10890,BrkSide,1972,1,226000
9192,CollgCr,1959,1,225000
7575,Veenker,1978,1,215000
8600,CollgCr,1951,1,210000
61014,Crawfor,1953,1,210000
7303,NoRidge,1953,1,209995
5000,Mitchel,1917,1,207950
6460,Somerst,1953,1,178500
6600,NWAmes,1954,1,175000
9240,OldTown,1992,1.5,1250000
3277,BrkSide,1922,1.5,1000000
10891,CollgCr,1995,2,917000
5697,Veenker,2014,2,870515
13122,CollgCr,1954,1,869000
5000,Crawfor,1989,2,848750
12573,NoRidge,1963,1,835100
6555,Mitchel,2005,2,810000
4960,Somerst,2005,2,796000
3500,NWAmes,1911,1.5,791500
13449,OldTown,1975,1,780000
4500,BrkSide,1924,1.5,780000
175421,CollgCr,1944,1.5,765000
3600,Veenker,1925,1.5,760000
168000,CollgCr,1982,2,750000
11454,Crawfor,1988,2,740000
35689,NoRidge,1991,2,730000
29170,Mitchel,1999,2,725000
7982,Somerst,2004,2,700000
8154,NWAmes,1956,1,699000
11820,OldTown,1990,2,690000
40312,BrkSide,1977,2,667400
3819,CollgCr,2007,2,667000
5500,Veenker,1946,1,645000
8315,CollgCr,1990,2,640000
9875,Crawfor,1990,2,639000
11894,NoRidge,1987,1,628000
5324,Mitchel,2007,2,625000
45738,Somerst,1990,1,620000
1152,NWAmes,2003,3,615000
31411,OldTown,1975,1,610000
12430,BrkSide,1960,1,590000
7344,CollgCr,1977,2,588000
9500,Veenker,1958,1,585000
213008,CollgCr,1980,1,568000
9935,Crawfor,2005,2,540000
4500,NoRidge,2014,2,518380
7561,Mitchel,1980,2,510000
7480,Somerst,1980,2,510000
2250,NWAmes,2009,2,503045
13288,OldTown,1953,1,495000
10125,BrkSide,1944,2,487000
14810,CollgCr,1967,1,481000
7400,Veenker,1977,1,480000
185130,CollgCr,1991,2,475000
11250,Crawfor,1981,1.5,470000
7077,NoRidge,2000,2,470000
804,Mitchel,2008,3,459000
148975,Somerst,1900,1,452000
6508,NWAmes,2003,1,451000
15024,OldTown,1990,2,447500
32379,BrkSide,2007,1,440000
6460,CollgCr,1991,2,434000
8182,Veenker,1942,1,425000
10319,CollgCr,1989,1,420000
6125,Crawfor,1945,1.5,399950
6947,NoRidge,2007,1,389000
3532,Mitchel,1910,1,380000
10870,Somerst,1968,1,380000
2958,NWAmes,2007,2,372500
5110,OldTown,1939,1,365000
7770,BrkSide,1967,1,360000
987,CollgCr,2007,2,358000
10062,Veenker,1928,1,356200
3574,CollgCr,2005,2,350000
940,Crawfor,2006,2,350000
4096,NoRidge,2003,2,349000
11457,Mitchel,1959,1,339950
5240,Somerst,2004,2,337000
4310,NWAmes,1919,1.5,336000
5840,OldTown,1988,1,335000
47318,BrkSide,1976,1,335000
5723,CollgCr,2012,2,324950
7643,Veenker,2011,2,319950
169448,CollgCr,1998,2,305000
5120,Crawfor,1901,1.5,302282
7000,NoRidge,1955,1.5,302000
189486,Mitchel,1942,1,299000
4000,Somerst,2014,2,298000
8198,NWAmes,1993,2,295000
5250,OldTown,1950,1,294000
12825,BrkSide,1950,1,291750
3449,CollgCr,1987,1,289000
8040,Veenker,1959,1,279500
5750,CollgCr,1913,1.5,279000
7569,Crawfor,1966,1.5,279000
8018,NoRidge,1969,1,275000
6234,Mitchel,1998,2,272000
8641,Somerst,1987,2,269950
12823,NWAmes,1956,1,269950
6527,Somerst,1989,2,265000
7200,CollgCr,1962,1,265000
7200,Veenker,1996,1,258000
9323,CollgCr,1968,1,257500
9222,Crawfor,1971,1,255000
7920,NoRidge,1960,1,250000
5393,Mitchel,1999,2,215000
9652,Somerst,1969,1,215000
15570,NWAmes,1981,1,209950
8400,OldTown,1962,1,209950
11576,BrkSide,1974,2,196000
4179,CollgCr,1914,1,189900
1803,Veenker,2005,2,187000
1934,CollgCr,1978,2,150000
9480,Crawfor,1960,1,86500
7200,NoRidge,1928,2,1480000
38038,Mitchel,1978,1,1380000
14021,Somerst,2005,2,1300000
11467,NWAmes,2014,2,1140000
2350,OldTown,1924,2,991700
3943,BrkSide,2013,2,899000
7242,CollgCr,2014,2,889950
9414,Veenker,2001,2,884744
7203,CollgCr,2014,2,879950
9750,Crawfor,1967,1,872000
219106,NoRidge,1977,2,865000
90968,Mitchel,1979,1,850000
35802,Somerst,1955,1.5,850000
42717,NWAmes,1987,2,835000
4440,OldTown,1931,2,820000
15520,BrkSide,1964,1,813500
6000,CollgCr,1946,2,778000
12080,Veenker,2014,2,769995
5398,CollgCr,2014,2,769995
13640,Crawfor,1980,2,768000
7957,NoRidge,2003,2,750000
4979,Mitchel,1925,2,748000
10221,Somerst,1946,1,705000
5150,NWAmes,1920,1.5,690000
8000,OldTown,1927,3,685000
4166,BrkSide,2003,2,653750
4480,CollgCr,1927,1.5,625000
5562,Veenker,2013,2,610360
208652,CollgCr,2005,1.5,590000
6967,Crawfor,1946,1,587100
8117,NoRidge,1966,1,585000
7251,Mitchel,1995,2,577500
100188,Somerst,1978,2,575000
80471,NWAmes,1975,2,562000
1587,OldTown,2004,3,557000
4025,BrkSide,1907,2,552500
5040,CollgCr,1946,1.5,551000
1369,Veenker,2007,2.5,550000
9674,CollgCr,2014,2,549950
3864,Crawfor,1916,1,548000
35040,NoRidge,1984,2,545000
5000,Mitchel,1944,1,535000
9601,Somerst,1976,1,530000
7200,NWAmes,1980,2,510000
4379,OldTown,1994,2,500000
4349,BrkSide,2010,2,490000
10603,CollgCr,1958,1,485000
7847,Veenker,1987,2,480000
4084,CollgCr,2007,2,465000
9238,Crawfor,1913,1,455000
4400,NoRidge,2011,2,455000
10013,Mitchel,1983,2,450000
3840,Somerst,1994,2,449950
9697,NWAmes,1929,2,440000
7773,OldTown,1982,2,439950
5350,BrkSide,2003,2,435000
6000,CollgCr,1937,1,433500
8800,Veenker,1959,1,430000
8011,CollgCr,1988,1,425000
11583,Crawfor,1962,1,425000
3200,NoRidge,1903,1.5,425000
49658,Mitchel,1960,1,424900
4182,Somerst,1977,2,420000
8100,NWAmes,1973,1,420000
4000,OldTown,1979,1,415000
9844,BrkSide,1959,1,411000
5794,CollgCr,1985,1.5,410000
7700,Veenker,1957,1,394950
3441,CollgCr,1930,1,394000
5423,Crawfor,1946,1,391000
15496,NoRidge,1991,2,390000
6947,Mitchel,1968,2,389999
25641,Somerst,1989,2,379500
15598,NWAmes,1975,1,375000
5500,OldTown,1940,1,375000
8512,BrkSide,1967,1,355000
8201,CollgCr,1948,1,350000
3325,Veenker,1932,1.5,344000
3976,CollgCr,1999,2,337000
7920,Crawfor,1965,1,335000
12040,NoRidge,1980,1,325000
10931,Mitchel,1989,1,324000
3600,Somerst,2004,2,310000
4920,NWAmes,1947,1,310000
9492,OldTown,1994,2,302000
9100,BrkSide,1966,1,299000
5720,CollgCr,2003,2,295000
7150,Veenker,1990,2,282500
7601,CollgCr,1992,2,281000
37500,Crawfor,1932,2,280000
5728,NoRidge,1941,1.5,272925
6371,Mitchel,1998,2,272000
17389,Somerst,1948,1,259000
5375,NWAmes,1924,1,256000
14400,OldTown,1969,1,250000
9576,BrkSide,1962,1,249000
7362,CollgCr,1984,1,240000
6000,Veenker,1941,1,239950
4000,CollgCr,1949,1,230000
7950,Crawfor,1962,1,225500
9686,NoRidge,1965,1,224950
8470,Mitchel,1961,1,223000
13399,Somerst,1946,1,215000
2493,NWAmes,1985,1,188500
7500,OldTown,1962,1,170000
7134,BrkSide,1943,1,165000
3419,CollgCr,1996,2,163500
13237,Veenker,1942,2,1900000
7623,CollgCr,1941,2,1720000
36762,Crawfor,1988,2,985000
10730,NoRidge,1985,2,974350
6765,Mitchel,2014,2,963990
12193,Somerst,1993,2,905000
6565,NWAmes,2014,2,895990
6750,OldTown,2004,2,850000
15745,BrkSide,1986,2,845000
7675,CollgCr,2004,2,845000
14720,Veenker,1960,1,835000
9340,CollgCr,1979,2,825000
35900,Crawfor,1979,1,825000
10260,NoRidge,1987,2,798000
9000,Mitchel,1990,2,790000
7091,Somerst,1947,1.5,784000
2600,NWAmes,1924,2.5,780000
8473,OldTown,1976,1,775000
5639,BrkSide,2008,2,759900
28433,CollgCr,1998,2,725000
7866,Veenker,1988,1,716000
14455,CollgCr,1958,2,685000
10533,Crawfor,1997,2,672800
10049,NoRidge,1989,2,672000
7540,Mitchel,1962,1,654000
15810,Somerst,1967,1,650000
3060,NWAmes,1928,1.5,620000
15899,OldTown,1990,2,610000
4200,BrkSide,1951,1,601000
6825,CollgCr,1975,1,580000
9520,Veenker,1979,2,573000
1948,CollgCr,1900,1,551000
6000,Crawfor,1906,1.5,549000
4500,NoRidge,1989,2,545800
5100,Mitchel,1901,1.5,535610
4040,Somerst,1906,1.5,530000
1395,NWAmes,2014,2,529000
3469,OldTown,1999,2,524250
6380,BrkSide,1949,2,520000
4136,CollgCr,2014,2,515805
1236,Veenker,2006,2,500000
5580,CollgCr,1908,1.5,499950
12196,Crawfor,1968,2,499900
7803,NoRidge,2013,2,485000
5000,Mitchel,2014,2,484259
8062,Somerst,1967,1,470000
12866,NWAmes,1986,2,450000
5922,OldTown,1949,2,446000
3600,BrkSide,1902,1.5,431000
15920,CollgCr,1960,1,425000
15030,Veenker,1958,1,419000
8906,CollgCr,1978,1,415000
4948,Crawfor,2008,2,410000
1034,NoRidge,2001,2,410000
3000,Mitchel,1918,1,409950
14724,Somerst,1989,2,398000
5088,NWAmes,2011,2,395000
8036,OldTown,1963,1.5,386500
25175,BrkSide,1961,1,379000
7671,CollgCr,1937,1,375000
11250,Veenker,1975,1,375000
3930,CollgCr,1999,2,375000
7000,Crawfor,1968,1,367000
4000,NoRidge,1909,1,362362
11775,Mitchel,1942,1,353000
4348,Somerst,2006,2,346950
13278,NWAmes,1966,1,339000
5100,OldTown,1906,1,335000
8842,BrkSide,1950,1,335000
7702,CollgCr,1988,2,335000
15003,Veenker,1980,1,335000
3978,CollgCr,1919,1,330000
8048,Crawfor,1983,1,325000
6916,NoRidge,1994,2,318400
10763,Mitchel,1994,2,315000
8625,Somerst,1941,1,312000
10350,NWAmes,1976,1,305000
3386,OldTown,1942,1,295000
889,BrkSide,2012,2,294000
5000,CollgCr,2004,2,291500
850,Veenker,2006,2,290000
6600,CollgCr,1958,1,286700
3800,Crawfor,2005,2,269000
6036,NoRidge,2009,1,253101
7765,Mitchel,1936,1,247500
14000,Somerst,1958,1,230000
6100,NWAmes,1951,1,228000
6808,OldTown,1984,1,225000
8345,BrkSide,1931,1.5,225000
6448,CollgCr,1948,1,219950
9705,Veenker,1977,1,216000
9145,CollgCr,1960,1,203000
20000,Crawfor,1953,1,159000
54000,NoRidge,1950,1.5,150000
7800,Mitchel,1954,2.5,2250000
28064,Somerst,1977,2,2230000
18713,NWAmes,1987,2,1950000
22710,OldTown,1908,1.5,1750000
35046,BrkSide,2008,2,1720000
20104,CollgCr,1964,1,1320000
5500,Veenker,1924,2,1300000
7752,CollgCr,2009,1,1300000
6000,Crawfor,2007,2,1240000
7875,NoRidge,1948,1,1190000
6233,Mitchel,2006,2,890900
6000,Somerst,1922,1.5,875000
10983,NWAmes,1991,2,810000
10289,OldTown,1977,1,790000
11782,BrkSide,1977,1,780000
15258,CollgCr,1986,2,762500
8560,Veenker,1960,1,750000
11294,CollgCr,1952,1,730000
10000,Crawfor,1974,1,715000
4000,NoRidge,1908,2,700000
5964,Mitchel,2003,2,678000
4954,Somerst,1924,1.5,675000
3624,NWAmes,2003,2,674000
8410,OldTown,1977,2,671500
5470,BrkSide,1930,1,667000
54450,CollgCr,1910,1.5,665000
49658,Veenker,1980,1,653450
12000,CollgCr,1979,1,650000
40608,Crawfor,1997,2,635000
4560,NoRidge,1909,2,629000
5978,Mitchel,1926,1.5,625000
9624,Somerst,1984,2,597750
28001,NWAmes,1985,1,595000
5562,OldTown,2006,1,592500
4205,BrkSide,1969,1,590000
9453,CollgCr,1955,1,583000
6936,Veenker,1974,1,567000
5764,CollgCr,1992,2,560000
8683,Crawfor,1987,2,550000
4200,NoRidge,1906,1.5,550000
6600,Mitchel,1943,1,549995
7500,Somerst,1971,1,540000
19400,NWAmes,1921,2,540000
15600,OldTown,1958,1,522000
34870,BrkSide,1977,1,518000
4000,CollgCr,1928,1.5,500000
983,Veenker,2006,3,500000
7236,CollgCr,1979,1,491500
7163,Crawfor,2012,1,479950
12236,NoRidge,1978,1,473000
35512,Mitchel,2005,2,470000
8580,Somerst,1958,1,468000
2490,NWAmes,2004,2,468000
6400,OldTown,2010,2,460000
3880,BrkSide,1919,1.5,456500
6850,CollgCr,1973,1,455000
814,Veenker,2008,2,451300
5101,CollgCr,2006,1,445000
10609,Crawfor,1966,1,431200
5000,NoRidge,1939,1,430000
4920,Mitchel,1931,1,430000
9000,Somerst,1964,1.5,430000
9240,NWAmes,1984,2,429000
10447,OldTown,1969,1,419000
3926,BrkSide,2007,1,410000
5802,CollgCr,2006,2,410000
14196,Veenker,1989,2,379500
4168,CollgCr,1927,1.5,365000
5225,Crawfor,1941,1.5,360000
5866,NoRidge,2005,2,350000
9751,Mitchel,1989,2,347000
6002,Somerst,2012,2,345000
6771,NWAmes,1954,1,340000
6791,OldTown,2005,2,340000
7917,BrkSide,1986,2,340000
6838,CollgCr,1991,2,325000
7500,Veenker,1976,1,324950
10707,CollgCr,1962,1,319990
8228,Crawfor,1980,1,317000
12060,NoRidge,1960,1,311000
11200,Mitchel,1969,1,310000
9241,Somerst,1956,1,301000
14270,NWAmes,1959,1,299000
